url,text,tag
https://www.mlb.com/glossary/rules/designated-runner,"The runner placed on second base at the start of each half-inning in extras is the player in the batting order immediately preceding that half-inning’s leadoff hitter, or a pinch-runner. So, if the No. 7 hitter in the order is due to lead off, the No. 6 hitter (or a pinch-runner for the No. 6 hitter) would be placed on second base.",designated-runner
https://www.mlb.com/glossary/rules/designated-runner,"If the automatic runner comes around to score, an earned run is not charged to the pitcher.",designated-runner
https://www.mlb.com/glossary/rules/designated-runner,"History of the rule: The automatic runner was initially instituted as part of MLB's health and safety protocols during the pandemic-shortened 2020 season. It was kept in place in 2021 and 2022, and the Joint Competition Committee voted to make it a permanent addition to the rulebook prior to the 2023 season.",designated-runner
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"No player is permitted to intentionally damage, deface or discolor the baseball by rubbing it with any type of foreign item or substance, including dirt or saliva. Failure to follow this rule will result in an ejection and an automatic 10-game suspension.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"The pitcher is allowed to rub the ball between his bare hands but cannot spit on the ball, his hands or his glove. Also, pitchers are not allowed to rub the ball on their clothes, glove or other body parts besides their hands, nor are they permitted to pitch with an attachment such as a bandage, tape or bracelet on either hand or wrist.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"While in contact with the pitching rubber, the pitcher is not allowed to touch his mouth or lips at all. He can touch his mouth or lips when in the 18-foot circle surrounding the pitching rubber, but he is not permitted to then touch the baseball or the pitching rubber without first wiping his pitching hand dry. The pitcher shall be issued a warning the first time he violates this rule and then the umpire shall call an automatic ball for each subsequent violation. The pitcher may be allowed to blow on his pitching hand in a game played in cold weather, provided both managers agree to that exception prior to the start of the game.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"History of the rule: Pitches utilizing foreign substances, such as the spitball, were outlawed in 1920, but teams were allowed to designate up to two pitchers who could legally use the spitball during the 1920 season. Following that campaign, Major League Baseball designated 17 pitchers as legal spitballers who were permitted to use the spitball for the remainder of their careers. The spitball hasn't been legally used since Burleigh Grimes retired in 1934.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/fair-ball,"The foul lines and foul poles are used to demarcate fair territory and, thus, determine what constitutes a fair ball.",fair-ball
https://www.mlb.com/glossary/rules/fair-ball,"Any batted ball that first contacts a fielder while the ball is in fair territory is considered fair. If not touched by a fielder, any batted ball that first contacts the field in fair territory beyond first or third base -- with the foul lines and foul poles counting as fair territory -- is considered fair. Batted balls that first contact the field between home plate and first or third base are considered fair if they subsequently bounce over or directly contact either base, or otherwise pass either base while in fair territory. They are also considered fair if they settle in fair territory between home plate and first or third base, including instances in which they bounce off home plate.",fair-ball
https://www.mlb.com/glossary/rules/fair-ball,"Batted balls that directly strike either foul pole on the fly, or leave the park on a fly to the right of the left-field foul pole and to the left of the right-field foul pole are considered home runs.",fair-ball
https://www.mlb.com/glossary/rules/field-dimensions,"No Major League ballparks are exactly alike, but certain aspects of the field of play must be uniform across baseball.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"History: In the early days of baseball, the rules and field dimensions were quite different from what we know today. The Knickerbocker Rules -- the first surviving rules for the sport -- were codified in 1845 and make no mention of the pitching distance. Back then, “home base,” where the batter stood, was a circular-shaped piece of stone or metal, and there was but one rule pertaining to the pitcher: “The ball must be pitched, not thrown, for the bat.”",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"It was not the goal of the pitcher to throw strikes or for the batter to avoid them, because strikes were still 13 years away from their existence. The goal for both sides, rather, was for the ball to be put in play. Pitchers were required to deliver the ball underhand.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"It was not until the Baseball Convention of 1857 -- a meeting of 16 New York City area clubs -- that an official pitching distance was set. That same meeting was the first to establish the 90-foot distance between basepaths with which we are obviously familiar, but the pitching distance was set at 45 feet. The pitching area was marked by a 12-foot-long line, with the center of the line marked by a fixed circular iron plate. Pitchers were allowed to roam around, as long as the ball was delivered from behind the 12-foot line. In 1863, a pitcher’s box was effectively created with the addition of a second 12-foot line, 48 feet from home base. The pitcher, therefore, had to operate within that 3-foot space from front to back.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"Over time, as pitchers began to experiment with speed and movement, the rules evolved to rein in their dominance. In 1881, it was Harry Wright, the so-called “Father of Professional Baseball” and organizer of the Cincinnati Red Stockings, who successfully proposed pushing back the pitching distance to 50 feet.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"Overhand tosses became fully permitted in the National League in 1884. In 1887 came a new dictum: Pitchers had to have their back foot in contact with the back line of the pitcher’s box, which by this point sat 5 1/2 feet behind the front line. That means pitchers were required to throw from a measurement of 55 feet, 6 inches from the now-square-shaped home base (the pentagonal shape was not introduced until 1900).",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"Pitchers were moved back another five feet ---- in 1893. The pitcher’s box was replaced with a slab, and, as with the back line of the box, the pitcher was required to place his back foot upon it.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"From the early 1900s through 1968, the pitcher's plate was permitted to be 15 inches above the level of home plate. That height was lowered to 10 inches starting with the 1969 season, in response to a 1968 campaign -- now known as the ""Year of the Pitcher"" -- in which the dominance of hurlers reached new heights.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"The specification on minimum park dimensions was put into place due to the stadium controversy surrounding the Brooklyn Dodgers' move to Los Angeles in 1958. The Dodgers played at the Los Angeles Memorial Coliseum while Dodger Stadium was being built, but the Coliseum was not designed to hold baseball games. The Coliseum's left-field fence was roughly 250 feet away from home plate and the club had to erect a 40-foot-high screen to protect against short home runs. The specification is not strictly enforced, however, so long as teams do not build parks that egregiously violate the rule. For example, Petco Park opened in 2004 and is officially 396 feet in center field, and Oriole Park at Camden Yards opened in 1992 and is 318 feet down the right-field line.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"In September 2022, Major League Baseball announcedthat were approved by the league’s Competition committee. The rules were adopted after extensive testing at the Minor League level over a several-year period and with feedback from MLB player and umpire representatives.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"One of the rule changes covers the size of the bases, which traditionally have been 15 inches square, but were increased to 18 inches square. Home plate remained unchanged.",field-dimensions
https://www.mlb.com/glossary/rules/fielder-right-of-way,Fielders have a right to occupy any space needed to catch or field a batted ball and also must not be hindered while attempting to field a thrown ball.,fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"If any member of the batting team (including the coaches) interferes with a fielder's right of way to field a batted ball, the batter shall be declared out. If any member of the batting team (including the coaches) interferes with a fielder's right of way to field a thrown ball, the runner on whom the play is being made shall be ruled out. In both cases, the ball will be declared dead and all runners must return to their last legally occupied base at the time of the interference. However, a runner is not obligated to vacate a base he is legally permitted to occupy to allow a defender the space to field a batted or thrown ball in the proximity of said base.",fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"Interference can also be called on the offensive team if a batter hinders the catcher after a third strike when the ball is not caught, a batter intentionally deflects any foul ball, and a baserunner hinders a following play being made on another runner after having scored or been put out.",fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"When running the last half of the way to first base while the ball is being fielded in the vicinity of first, a baserunner must stay within the runner's lane unless they are avoiding a player fielding a batted ball. If the umpire determines that the baserunner has interfered with the player taking the throw at first base by running out of the runner's lane, the baserunner can be called for interference.",fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"Prior to the 2024 season, theto include the dirt between the foul line and the infield grass. Previously, the rule required a batter to stay between the foul line and a three-foot line drawn on the right-hand side of the dirt while running the last half of the distance between home plate and first base.",fielder-right-of-way
https://www.mlb.com/glossary/rules/force-play,"A force play occurs when a baserunner is no longer permitted to legally occupy a base and must attempt to advance to the next base. The defense can retire the runner by tagging the next base before he arrives, though not if the defensive team first forces out a trailing runner. In that instance, the force play is removed and the defense must tag the remaining runners to retire them.",force-play
https://www.mlb.com/glossary/rules/force-play,"First base tends to have the most force plays, as batters are eligible to be forced out at first any time they put the ball into fair territory and it is not caught in the air.",force-play
https://www.mlb.com/glossary/rules/foul-ball,"The foul lines and foul poles are used to demarcate fair territory and, thus, determine what constitutes a foul ball.",foul-ball
https://www.mlb.com/glossary/rules/foul-ball,"Any batted ball that first contacts a fielder while the ball is in foul territory is considered foul. If not touched by a fielder in fair territory, any batted ball that first contacts the field in foul territory beyond first or third base -- with the foul lines and foul poles counting as fair territory -- is considered foul. Batted balls that first contact the field between home plate and first or third base are considered foul if they don't subsequently bounce over or directly contact either base, otherwise pass either base while in fair territory, or ultimately settle at some point in fair territory between home plate and either base.",foul-ball
https://www.mlb.com/glossary/rules/foul-ball,Batted balls that leave the park on a fly to the left of the left-field foul pole or to the right of the right-field foul pole -- without striking the pole in either case -- are considered foul.,foul-ball
https://www.mlb.com/glossary/rules/foul-tip,"A foul tip is a batted ball that goes sharply and directly to the catcher's hand or glove and is legally caught. A foul tip is considered equivalent to a ball in which the batter swings and misses, in that the baserunners are able to advance at their own risk (without needing to tag up). Should the batter produce a foul tip after previously accruing two strikes, the foul tip is considered strike three and the batter is out.",foul-tip
https://www.mlb.com/glossary/rules/foul-tip,"The term ""foul tip"" is commonly used to describe any pitch that is slightly struck into foul territory, but the ball must be caught by the catcher in order for it to be considered a foul tip by rule. If the ball is not caught by the catcher, it is considered a regular foul ball and the baserunners are not able to advance.",foul-tip
https://www.mlb.com/glossary/rules/ground-rules,"The Commissioner's Office issues a list of universal ground rules that are to be used in every Major League ballpark each season. Individual parks then are able to institute their own special ground rules, covering instances in which the intricacies of said parks might influence the game. For example, Tropicana Field has a number of special ground rules regarding occurrences of a batted ball striking a catwalk, light or another suspended object.",ground-rules
https://www.mlb.com/glossary/rules/ground-rules,"The home team is the sole judge as to whether a game shall not begin due to unsuitable weather or playing-field conditions, except for the second game of a doubleheader. In the latter instance, the umpire-in-chief of the first game of the doubleheader shall make that call.",ground-rules
https://www.mlb.com/glossary/rules/ground-rules,"For ballparks with retractable roofs, the decision to begin the game with the roof open or closed rests with the home team during the regular season. The roof can be closed only for weather reasons if the game begins with the roof open. If the game begins with the roof closed, it can be reopened once if the home team determines the climatic environment has reached a level where fan comfort and enjoyment will be best served by opening the roof. The roof may be moved only once during a game, unless inclement weather indicates otherwise. During the postseason, the Commissioner or another designated official shall make all decisions regarding roof movement, in consultation with the home club and the umpire crew chief.",ground-rules
https://www.mlb.com/glossary/rules/infield-fly,"An infield fly is any fair fly ball (not including a line drive or a bunt) which can be caught by an infielder with ordinary effort when first and second or first, second and third base are occupied, before two men are out. The rule is in place to protect against a team allowing a shallow fly ball to drop in with the intention of causing a force play at second and third or second, third and home. Otherwise, the team would be able to force out baserunners who had stayed put on a routine fly ball.",infield-fly
https://www.mlb.com/glossary/rules/infield-fly,"In these situations, the umpire will declare ""infield fly"" for the benefit of the baserunners as soon as it is apparent that the fly ball qualifies as an infield fly. The batter is out even if the ball is not caught, and the baserunners can advance at their own risk. If the ball is caught, the baserunners can attempt to advance as they would on a typical ball caught in the air.",infield-fly
https://www.mlb.com/glossary/rules/manager-challenge,"Each club receives two manager challenges to start each All-Star Game and postseason game and one manager challenge to start every other game. All reviews are conducted at the Replay Command Center, which is located at Major League Baseball Advanced Media headquarters in New York, by replay officials -- full-time Major League umpires who work shifts at the Replay Command Center in addition to their on-field work. Replay officials review all calls subject to replay review and decide whether to change the call on the field, confirm the call on the field or let stand the call on the field due to the lack of clear and convincing evidence.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"A manager may challenge as many reviewable calls within a single play as he desires using one challenge. The club retains its manager challenge if the replay official overturns any challenged call (even if he upholds other challenged calls), and loses its manager challenge if no calls are overturned. Once a club has exhausted its available manager challenge(s), it will no longer have the ability to challenge any additional play or call in the game.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Managers must hold their hands up immediately after a play to signal to the umpires that they are considering a challenge. Once the manager alerts the umpire to a potential challenge, the umpire will initiate a 15-second timer. The manager must then decide whether to challenge the call on the field before that timer reaches zero. Otherwise, any challenge request would be denied.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Both managers may challenge different reviewable calls within the same reviewable play, and the replay official shall review the challenged calls in the order in which the calls occurred during the game. If the decision of the replay official on an earlier reviewable call renders moot a later reviewable call, the subsequent call shall not be reviewed and that club shall not be charged with the challenge.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"The manager must ensure that the umpire knows the specific calls for which he is seeking replay review, but the manager need not state the reason for his belief that the call was incorrect. Moreover, the replay official shall have no authority to review any calls other than those included in a manager's challenge or those accepted for review by the crew chief.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"History of the rule: Major League Baseball instituted replay review -- to be used at the umpire's discretion -- on disputed home run calls (fair or foul, in or out of the ballpark, fan interference) on Aug. 28, 2008.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Replay review was expanded starting in the 2014 season, giving managers one challenge to start the game and allowing them to challenge two times in total provided the first challenge resulted in an overturned call. In addition, a much wider range of calls were made subject to review.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Replay review was modified again in 2015, permitting managers to retain their challenge after every overturned call; allowing them to signal for a challenge during an inning without approaching the umpire on the field; and providing two challenges for any All-Star Game, postseason game and Divisional or Wild Card tiebreaker game. The list of calls that were subject to review was also expanded again in 2015 and 2016.",manager-challenge
https://www.mlb.com/glossary/rules/mound-visit,"The members of the coaching staff (including the manager) can make one mound visit per pitcher per inning without needing to remove the pitcher from the game. If the same pitcher is visited twice in one inning, the pitcher must be removed from the contest. These mound visits are limited to 30 seconds, starting when the manager or coach has exited the dugout and been granted time by the umpire. The mound visit is considered to be concluded once the manager or coach leaves the 18-foot circle surrounding the pitching rubber, though they are permitted to temporarily leave that area to notify the umpire of a substitution. In that case, the manager or coach can then return to the mound without it being counted as two mound visits.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"Mound visits are limited to four per team per nine innings, though an extra mound visit is awarded for the ninth inning if the defensive team has zero remaining visits at the end of the eighth. Teams also receive an additional visit for every extra inning played.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"Any manager, coach or player visit to the mound counts as a mound visit under this rule, though visits to the mound to clean cleats in rainy weather, to check on a potential injury or after the announcement of an offensive substitution are excepted. Normal communication between a player and pitcher that doesn't require either to vacate his position on the field doesn't count as a visit. If a team is out of visits, the umpire will have discretion to grant a brief visit at the catcher's request if a cross-up has occurred between the pitcher and catcher.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"History of the rule: Mound visits had no time limit prior to the 2016 season, when Major League Baseball began limiting visits by managers and coaches to 30 seconds. The rule limiting each team to six mound visits per nine innings was instituted prior to the 2018 campaign and changed to five per nine innings prior to the 2019 season. The number of mound visits was reduced again to four per nine innings prior to the 2024 season.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"Prior to 2018, the only restriction on the number of mound visits each team could make was the one requiring a pitcher to be removed if he was visited twice in one inning.",mound-visit
